Amount_Percentile,TransactionAmount,Amount_Ratio_To_Avg,Potential_Fraud_Score,Is_Late_Night,LoginAttempts,Is_Weekend,Cluster
-0.909199522102748,14.090000000000003,-0.5923777027890303,0.0,False,1.0,False,1
0.4352847471127044,376.24,0.4963286411086977,0.0,False,1.0,False,1
-0.2951015531660692,126.29000000000002,-0.2550786505031678,0.0,False,1.0,False,1
-0.0864197530864195,184.5,-0.0800859781897983,0.0,False,1.0,False,1
-0.9155714854639584,13.449999999999989,-0.5943016902530495,0.0,False,1.0,False,1
-0.4575866188769413,92.15,-0.3577113567869409,0.0,False,1.0,False,1
-0.9649542015133412,7.079999999999984,-0.6134513779808652,0.0,False,1.0,False,1
-0.1294305057745916,171.42,-0.1194074719856904,0.0,False,1.0,False,1
-0.3906810035842292,106.23000000000003,-0.315383632578519,0.0,False,1.0,False,1
0.8693747510951814,815.9600000000002,1.8182282781063757,0.0,False,1.0,False,1
-0.8876941457586618,17.78,-0.5812847125667947,0.0,False,1.0,False,1
-0.0665073675826362,190.02000000000004,-0.0634915863126329,0.0,False,1.0,False,1
0.6264436479490245,494.52,0.8519055743027423,0.0,False,1.0,False,1
0.8550378335324574,781.76,1.7154151979978507,0.0,False,1.0,False,1
-0.1501393866985263,166.99,-0.1327250727131981,0.0,False,1.0,False,1
0.5882118677817605,465.45,0.7645144562104962,0.2,False,1.0,False,1
0.6877737953006773,555.8,1.0361273739825787,0.0,False,1.0,False,1
0.6240541616885705,492.93,0.8471256679468198,0.2,False,1.0,False,1
-0.8781362007168457,18.680000000000007,-0.5785791051955177,0.0,False,1.0,False,1
-0.5682994822779768,71.48000000000005,-0.4198501394139354,0.0,False,1.0,False,1
-0.6272401433691756,59.31999999999999,-0.4564059012302998,0.0,False,1.0,False,1
-0.4790919952210274,85.77000000000002,-0.3768911068188821,0.0,False,1.0,False,1
-0.6742333731581043,52.19999999999999,-0.4778102617675132,0.0,False,1.0,False,1
0.3699721226602949,345.8399999999999,0.4049392365677866,0.3,False,3.0,False,1
-0.221027479091995,145.54000000000002,-0.197208715061966,0.0,False,1.0,False,1
-0.961768219832736,7.489999999999981,-0.6122188235117281,0.0,False,1.0,False,1
0.1079251294305059,246.93,0.1075929864644476,0.3,False,5.0,False,1
-0.7379530067702109,40.32000000000002,-0.5135242790683692,0.0,False,1.0,False,1
-0.2903225806451612,127.45000000000003,-0.251591423224633,0.0,False,1.0,False,1
-0.6455595380326562,56.170000000000044,-0.4658755270297692,0.0,False,1.0,False,1
-0.8128235762644364,28.310000000000002,-0.5496291063228541,0.0,False,1.0,False,1
-0.6280366387893268,59.120000000000005,-0.4570071473128058,0.0,False,1.0,False,1
0.4774990043807249,396.45,0.5570845577459284,0.3,False,3.0,False,1
0.8996415770609322,877.8100000000001,2.004163629121354,0.0,False,1.0,False,1
0.1318199920350458,255.26,0.1326348858008221,0.0,False,1.0,False,1
-0.3030665073675825,124.76,-0.2596781830343386,0.0,False,1.0,False,1
-0.5236957387495021,78.13,-0.3998587071706111,0.0,False,1.0,False,1
0.7722023098367188,649.28,1.3171497929458804,0.0,False,1.0,False,1
0.8614097968936681,795.31,1.7561496200876314,0.3,False,2.0,False,1
0.3476702508960574,335.63,0.3742456240558557,0.0,False,1.0,False,1
0.3237753882915175,328.47,0.3527210143021413,0.0,False,1.0,False,1
-0.7793707686180803,34.02000000000001,-0.532463530667308,0.0,False,1.0,False,1
0.0943847072879333,241.42,0.0910286568914073,0.0,False,1.0,False,1
-0.6527279968140183,55.31999999999999,-0.4684308228804196,0.0,False,1.0,False,1
0.263241736360016,304.30999999999995,0.2800904875354171,0.0,False,1.0,False,1
0.5459976105137397,435.27,0.6737864223603417,0.0,False,1.0,False,1
-0.1596973317403423,164.49,-0.140240648744523,0.2,False,1.0,False,1
0.6503385105535645,510.24,0.8991635163877135,0.0,False,1.0,False,1
0.7487056949422543,626.9,1.2498703563134594,0.0,False,1.0,False,1
-0.8566308243727597,22.00999999999999,-0.5685683579217928,0.0,False,1.0,False,1
0.5236957387495024,425.34,0.6439345543639191,0.0,False,1.0,False,1
0.5205097570688971,424.55999999999995,0.6415896946421458,0.0,False,1.0,False,1
-0.4814814814814813,85.43,-0.3779132251591423,0.0,False,1.0,False,1
-0.1389884508164076,169.5,-0.1251794343777479,0.0,False,1.0,False,1
-0.3954599761051373,104.63,-0.320193601238567,0.0,False,1.0,False,1
0.2966945440063721,316.95,0.3180892399497958,0.0,False,1.0,False,1
-0.6232576662684188,60.54000000000002,-0.4527383001270131,0.2,False,1.0,False,1
0.2281959378733574,292.56,0.2447672801881899,0.0,False,1.0,False,1
0.4551971326164876,386.52,0.5272326897495057,0.0,False,1.0,False,1
-0.3659896455595379,112.07000000000001,-0.297827246969344,0.0,False,1.0,False,1
0.6981282357626447,568.52,1.07436662482996,0.0,False,1.0,False,1
0.155714854639586,263.99,0.1588792773022088,0.3,False,2.0,False,1
0.3819195539625648,349.64,0.4163629121354005,0.0,False,1.0,False,1
0.7283950617283953,601.3999999999999,1.173211480793945,0.0,False,1.0,False,1
-0.9693349263241736,5.77000000000001,-0.6173895398212795,0.0,False,1.0,False,1
-0.0314615690959775,201.33,-0.0294911203469189,0.0,False,1.0,False,1
0.244125846276384,298.42,0.2623837904056156,0.0,False,1.0,False,1
0.6630824372759858,521.06,0.9316909294512876,0.0,False,1.0,False,1
-0.3412982875348466,117.28000000000002,-0.2821647865200628,0.0,False,1.0,False,1
-0.0696933492632415,189.12,-0.0661971936839099,0.0,False,1.0,False,1
-0.2712066905615292,133.55,-0.2332534177082002,0.0,False,1.0,False,1
-0.2266029470330543,143.21000000000004,-0.2042132319231607,0.0,False,1.0,False,1
-0.8379131819992034,24.77000000000001,-0.5602711619832101,0.0,False,1.0,False,1
0.0760653126244525,233.91999999999996,0.0684819287974326,0.0,False,1.0,False,1
0.9665471923536442,1212.51,3.0103489481951344,0.3,False,1.0,False,1
0.0681003584229391,232.11999999999998,0.0630707140548787,0.2,False,1.0,False,1
-0.1644763042612503,162.63,-0.1458322373118288,0.0,False,1.0,False,1
-0.4615690959776979,91.53000000000002,-0.3595752196427095,0.0,False,1.0,False,1
-0.3253683791318199,120.29,-0.2731160329783476,0.2,False,1.0,False,1
-0.1214655515730782,174.25000000000003,-0.1108998399182305,0.0,False,1.0,False,1
-0.0880127439267223,183.71000000000004,-0.0824609002156969,0.0,False,1.0,False,1
0.3675826363998409,345.39,0.4035864328821482,0.0,False,1.0,False,1
0.9123855037833536,922.55,2.1386623777779445,0.3,False,1.0,False,1
0.1429709279171647,259.91,0.1466138572190866,0.0,False,1.0,False,1
-0.187574671445639,154.71,-0.1696415821790661,0.0,False,1.0,False,1
0.9769016328156116,1340.19,3.394184447266961,0.3,False,1.0,False,1
-0.8391079251294304,24.560000000000002,-0.5609024703698415,0.0,False,1.0,False,1
0.6973317403424932,568.07,1.0730138211443216,0.0,False,1.0,False,1
-0.9466348068498606,9.610000000000014,-0.6058456150371645,0.0,False,1.0,False,1
0.4719235364396656,392.9599999999999,0.5465928136061988,0.0,False,1.0,False,1
0.8088410991636801,716.93,1.5205212803535324,0.0,False,1.0,False,1
0.0457984866587019,223.85,0.0382091885432558,0.3,False,4.0,False,1
0.0633213859020312,230.66,0.0586816176525849,0.0,False,1.0,False,1
0.5579450418160097,442.12,0.6943791006861721,0.2,False,1.0,False,1
0.7698128235762646,644.17,1.3017879555378518,0.0,False,1.0,False,1
0.6487455197132618,508.68,0.8944737969441667,0.0,False,1.0,False,1
0.8884906411788134,858.63,1.9465041298090289,0.0,False,1.0,False,1
-0.8343289526085225,25.359999999999985,-0.5584974860398175,0.0,False,1.0,False,1
-0.2122660294703304,147.62,-0.1909557558039036,0.0,False,1.0,False,1
-0.3532457188371166,115.02,-0.2889588672523805,0.0,False,1.0,False,1
