Amount_Percentile,TransactionAmount,Amount_Ratio_To_Avg,Potential_Fraud_Score,Is_Late_Night,LoginAttempts,Is_Weekend,Cluster
-0.9091995221027481,-0.5923777027890301,-0.5923777027890305,0.0,False,0.0,False,1
0.43528474711270426,0.4963286411086978,0.4963286411086978,0.0,False,0.0,False,1
-0.2951015531660693,-0.2550786505031677,-0.2550786505031678,0.0,False,0.0,False,1
-0.0864197530864196,-0.0800859781897983,-0.08008597818979826,0.0,False,0.0,False,1
-0.9155714854639585,-0.5943016902530494,-0.5943016902530496,0.0,False,0.0,False,1
-0.4575866188769414,-0.3577113567869408,-0.3577113567869409,0.0,False,0.0,False,1
-0.9649542015133413,-0.6134513779808652,-0.6134513779808654,0.0,False,0.0,False,1
-0.1294305057745917,-0.11940747198569032,-0.11940747198569036,0.0,False,0.0,False,1
-0.3906810035842293,-0.31538363257851876,-0.315383632578519,0.0,False,0.0,False,1
0.8693747510951813,1.8182282781063757,1.8182282781063763,0.0,False,0.0,False,1
-0.8876941457586619,-0.5812847125667946,-0.5812847125667948,0.0,False,0.0,False,1
-0.0665073675826363,-0.06349158631263277,-0.06349158631263285,0.0,False,0.0,False,1
0.6264436479490244,0.8519055743027423,0.8519055743027424,0.0,False,0.0,False,1
0.8550378335324573,1.7154151979978502,1.715415197997851,0.0,False,0.0,False,1
-0.15013938669852642,-0.13272507271319803,-0.13272507271319808,0.0,False,0.0,False,1
0.5882118677817604,0.7645144562104962,0.7645144562104963,0.2,False,0.0,False,1
0.6877737953006772,1.0361273739825787,1.036127373982579,0.0,False,0.0,False,1
0.6240541616885704,0.8471256679468198,0.8471256679468199,0.2,False,0.0,False,1
-0.8781362007168458,-0.5785791051955176,-0.5785791051955178,0.0,False,0.0,False,1
-0.5682994822779769,-0.4198501394139352,-0.4198501394139354,0.0,False,0.0,False,1
-0.6272401433691757,-0.4564059012302997,-0.4564059012302998,0.0,False,0.0,False,1
-0.4790919952210275,-0.376891106818882,-0.3768911068188821,0.0,False,0.0,False,1
-0.6742333731581044,-0.4778102617675131,-0.4778102617675132,0.0,False,0.0,False,1
0.3699721226602948,0.40493923656778646,0.4049392365677867,0.3,False,2.0,False,1
-0.2210274790919951,-0.1972087150619658,-0.19720871506196597,0.0,False,0.0,False,1
-0.9617682198327361,-0.612218823511728,-0.6122188235117282,0.0,False,0.0,False,1
0.1079251294305058,0.10759298646444762,0.10759298646444766,0.3,False,4.0,False,1
-0.737953006770211,-0.5135242790683691,-0.5135242790683693,0.0,False,0.0,False,1
-0.2903225806451613,-0.25159142322463285,-0.251591423224633,0.0,False,0.0,False,1
-0.6455595380326563,-0.465875527029769,-0.4658755270297692,0.0,False,0.0,False,1
-0.8128235762644365,-0.549629106322854,-0.5496291063228542,0.0,False,0.0,False,1
-0.6280366387893269,-0.4570071473128057,-0.4570071473128058,0.0,False,0.0,False,1
0.4774990043807248,0.5570845577459284,0.5570845577459285,0.3,False,2.0,False,1
0.8996415770609321,2.004163629121354,2.0041636291213543,0.0,False,0.0,False,1
0.13181999203504569,0.1326348858008222,0.1326348858008222,0.0,False,0.0,False,1
-0.3030665073675826,-0.2596781830343386,-0.2596781830343386,0.0,False,0.0,False,1
-0.5236957387495023,-0.399858707170611,-0.3998587071706111,0.0,False,0.0,False,1
0.7722023098367187,1.3171497929458802,1.3171497929458806,0.0,False,0.0,False,1
0.861409796893668,1.7561496200876312,1.7561496200876316,0.3,False,1.0,False,1
0.3476702508960573,0.37424562405585576,0.3742456240558558,0.0,False,0.0,False,1
0.32377538829151736,0.35272101430214126,0.3527210143021414,0.0,False,0.0,False,1
-0.7793707686180804,-0.5324635306673079,-0.5324635306673081,0.0,False,0.0,False,1
0.0943847072879332,0.09102865689140743,0.09102865689140736,0.0,False,0.0,False,1
-0.6527279968140184,-0.4684308228804196,-0.4684308228804196,0.0,False,0.0,False,1
0.2632417363600159,0.280090487535417,0.2800904875354172,0.0,False,0.0,False,1
0.5459976105137396,0.6737864223603417,0.6737864223603418,0.0,False,0.0,False,1
-0.15969733174034242,-0.14024064874452294,-0.14024064874452297,0.2,False,0.0,False,1
0.6503385105535644,0.8991635163877135,0.8991635163877136,0.0,False,0.0,False,1
0.7487056949422541,1.2498703563134594,1.2498703563134597,0.0,False,0.0,False,1
-0.8566308243727598,-0.5685683579217928,-0.5685683579217929,0.0,False,0.0,False,1
0.5236957387495023,0.6439345543639191,0.6439345543639192,0.0,False,0.0,False,1
0.520509757068897,0.6415896946421458,0.6415896946421459,0.0,False,0.0,False,1
